NAME: 	AlexandraP_2day_rhand
Completed cycles:	34
Failed cycles:	1
1	1	876
1	2	420
1	3	417
1	4	335
1	5	453
1	6	390
1	7	398
1	8	434
1	9	310
1	10	355
1	11	330
1	12	350
1	13	342
1	14	310
1	15	295
1	16	289
1	17	393
1	18	310
1	19	306
1	20	295
1	21	334
1	22	268
1	23	344
1	24	311
1	25	298
1	26	317
1	27	332
1	28	303
1	29	337
1	30	404
2	1	354
2	2	341
2	3	311
2	4	329
2	5	328
2	6	363
2	7	354
2	8	350
2	9	290
2	10	400
2	11	337
2	12	312
2	13	350
2	14	317
2	15	301
2	16	322
2	17	253
2	18	318
2	19	288
2	20	316
2	21	300
2	22	295
2	23	322
2	24	395
2	25	326
2	26	374
2	27	372
2	28	392
2	29	335
2	30	247
3	1	286
3	2	292
3	3	330
3	4	315
3	5	298
3	6	301
3	7	287
3	8	258
3	9	315
3	10	324
3	11	370
3	12	287
3	13	293
3	14	271
3	15	345
3	16	331
3	17	342
3	18	326
3	19	329
3	20	286
3	21	298
3	22	300
3	23	268
3	24	271
3	25	483
3	26	371
3	27	279
3	28	465
3	29	296
3	30	279
4	1	395
4	2	426
4	3	351
4	4	308
4	5	276
4	6	276
4	7	279
4	8	327
4	9	306
4	10	314
4	11	278
4	12	290
4	13	331
4	14	344
4	15	364
4	16	494
4	17	299
4	18	335
4	19	357
4	20	342
4	21	264
4	22	376
4	23	375
4	24	361
4	25	387
4	26	521
4	27	331
4	28	316
4	29	333
4	30	399
5	1	331
5	2	351
5	3	343
5	4	318
5	5	283
5	6	289
5	7	247
5	8	306
5	9	382
5	10	352
5	11	287
5	12	294
5	13	399
5	14	241
5	15	319
5	16	319
5	17	251
5	18	301
5	19	330
5	20	350
5	21	277
5	22	417
5	23	450
5	24	419
5	25	405
5	26	332
5	27	371
5	28	326
5	29	390
5	30	374
6	1	385
6	2	399
6	3	369
6	4	479
6	5	284
6	6	342
6	7	331
6	8	799
6	9	444
6	10	490
6	11	343
6	12	396
6	13	464
6	14	339
6	15	291
6	16	281
6	17	321
6	18	472
6	19	284
6	20	326
6	21	354
6	22	319
6	23	294
6	24	315
6	25	283
6	26	283
6	27	334
6	28	306
6	29	298
6	30	267
7	1	349
7	2	338
7	3	320
7	4	343
7	5	281
7	6	328
7	7	320
7	8	373
7	9	304
7	10	292
7	11	311
7	12	239
7	13	303
7	14	257
7	15	292
7	16	260
7	17	366
7	18	306
7	19	321
7	20	262
7	21	270
7	22	358
7	23	284
7	24	252
7	25	248
7	26	299
7	27	384
7	28	495
7	29	284
7	30	330
8	1	353
8	2	299
8	3	263
8	4	286
8	5	319
8	6	288
8	7	426
8	8	305
8	9	373
8	10	310
8	11	295
8	12	419
8	13	396
8	14	367
8	15	313
8	16	321
8	17	305
8	18	279
8	19	261
8	20	368
8	21	321
8	22	347
8	23	338
8	24	396
8	25	327
8	26	418
8	27	293
8	28	320
8	29	326
8	30	327
9	1	411
9	2	318
9	3	369
9	4	291
9	5	400
9	6	340
9	7	300
9	8	277
9	9	298
9	10	340
9	11	325
9	12	269
9	13	361
9	14	381
9	15	393
9	16	451
9	17	318
9	18	284
9	19	314
9	20	244
9	21	352
9	22	274
9	23	287
9	24	443
9	25	333
9	26	291
9	27	273
9	28	363
9	29	363
9	30	341
10	1	432
10	2	318
10	3	329
10	4	273
10	5	345
10	6	316
10	7	302
10	8	282
10	9	316
10	10	309
10	11	334
10	12	347
10	13	339
10	14	379
10	15	254
10	16	310
10	17	302
10	18	327
10	19	348
10	20	345
10	21	287
10	22	269
10	23	281
10	24	296
10	25	625
10	26	344
10	27	431
10	28	370
10	29	462
10	30	323
11	1	379
11	2	464
11	3	521
11	4	409
11	5	503
11	6	326
11	7	319
11	8	465
11	9	449
11	10	740
11	11	426
11	12	343
11	13	314
11	14	383
11	15	446
11	16	390
11	17	345
11	18	318
11	19	472
11	20	357
11	21	290
11	22	348
11	23	376
11	24	319
11	25	398
11	26	347
11	27	387
11	28	324
11	29	426
11	30	380
12	1	444
12	2	354
12	3	301
12	4	282
12	5	313
12	6	342
12	7	289
12	8	283
12	9	466
12	10	317
12	11	349
12	12	306
12	13	348
12	14	340
12	15	311
12	16	386
12	17	581
12	18	319
12	19	346
12	20	342
12	21	325
12	22	364
12	23	321
12	24	293
12	25	321
12	26	338
12	27	373
12	28	349
12	29	337
12	30	348
13	1	319
13	2	384
13	3	361
13	4	388
13	5	367
13	6	321
13	7	464
13	8	327
13	9	378
13	10	313
13	11	432
13	12	294
13	13	219
13	14	368
13	15	292
13	16	347
13	17	343
13	18	311
13	19	858
13	20	622
13	21	420
13	22	766
13	23	288
13	24	218
13	25	285
13	26	291
13	27	276
13	28	317
13	29	261
13	30	258
14	1	267
14	2	432
14	3	345
14	4	321
14	5	292
14	6	320
14	7	481
14	8	317
14	9	353
14	10	134
14	11	362
14	12	284
14	13	340
14	14	250
14	15	472
14	16	304
14	17	283
14	18	336
14	19	275
14	20	299
14	21	405
14	22	358
14	23	385
14	24	378
14	25	442
14	26	777
14	27	328
14	28	333
14	29	467
14	30	271
15	1	328
15	2	319
15	3	430
15	4	316
15	5	308
15	6	323
15	7	249
15	8	307
15	9	413
15	10	325
15	11	362
15	12	266
15	13	386
15	14	317
15	15	257
15	16	311
15	17	334
15	18	398
15	19	350
15	20	385
15	21	335
15	22	320
15	23	348
15	24	364
15	25	330
15	26	330
15	27	331
15	28	285
15	29	246
15	30	335
16	1	483
16	2	385
16	3	307
16	4	465
16	5	366
16	6	468
16	7	353
16	8	332
16	9	352
16	10	301
16	11	365
16	12	271
16	13	289
16	14	338
16	15	334
16	16	281
16	17	204
16	18	279
16	19	437
16	20	300
16	21	310
16	22	430
16	23	288
16	24	244
16	25	295
16	26	364
16	27	297
16	28	283
16	29	306
16	30	294
17	1	428
17	2	374
17	3	296
17	4	325
17	5	356
17	6	325
17	7	291
17	8	293
17	9	305
17	10	366
17	11	294
17	12	281
17	13	355
17	14	286
17	15	306
17	16	298
17	17	304
17	18	277
17	19	287
17	20	238
17	21	310
17	22	273
17	23	347
17	24	366
17	25	273
17	26	282
17	27	421
17	28	333
17	29	331
17	30	371
18	1	301
18	2	347
18	3	318
18	4	313
18	5	301
18	6	312
18	7	341
18	8	281
18	9	327
18	10	330
18	11	451
18	12	495
18	13	337
18	14	318
18	15	354
18	16	347
18	17	351
18	18	385
18	19	316
18	20	352
18	21	294
18	22	298
18	23	311
18	24	310
18	25	278
18	26	346
18	27	344
18	28	293
18	29	461
18	30	360
19	1	294
19	2	257
19	3	488
19	4	373
19	5	336
19	6	231
19	7	306
19	8	298
19	9	297
19	10	288
19	11	486
19	12	252
19	13	449
19	14	366
19	15	278
19	16	360
19	17	271
19	18	326
19	19	315
19	20	336
19	21	265
19	22	247
19	23	289
19	24	284
19	25	249
19	26	289
19	27	322
19	28	309
19	29	336
19	30	308
20	1	442
20	2	317
20	3	369
20	4	289
20	5	433
20	6	369
20	7	320
20	8	350
20	9	318
20	10	382
20	11	266
20	12	317
20	13	300
20	14	299
20	15	482
20	16	275
20	17	304
20	18	359
20	19	307
20	20	315
20	21	336
20	22	338
20	23	322
20	24	431
20	25	496
20	26	338
20	27	297
20	28	294
20	29	360
20	30	348
21	1	570
21	2	441
21	3	325
21	4	321
21	5	277
21	6	518
21	7	298
21	8	362
21	9	391
21	10	304
21	11	268
21	12	346
21	13	319
21	14	338
21	15	278
21	16	301
21	17	451
21	18	277
21	19	413
21	20	345
21	21	571
21	22	311
21	23	265
21	24	628
21	25	307
21	26	344
21	27	512
21	28	374
21	29	378
21	30	338
22	1	354
22	2	409
22	3	320
22	4	307
22	5	292
22	6	347
22	7	285
22	8	282
22	9	364
22	10	327
22	11	251
22	12	235
22	13	241
22	14	376
22	15	332
22	16	244
22	17	295
22	18	329
22	19	355
22	20	363
22	21	404
22	22	371
22	23	410
22	24	487
22	25	387
22	26	942
22	27	561
22	28	715
22	29	318
22	30	312
23	1	294
23	2	529
23	3	331
23	4	606
23	5	269
23	6	325
23	7	286
23	8	327
23	9	284
23	10	242
23	11	456
23	12	285
23	13	292
23	14	275
23	15	198
23	16	374
23	17	277
23	18	263
23	19	521
23	20	316
23	21	323
23	22	264
23	23	329
23	24	273
23	25	507
23	26	268
23	27	256
23	28	405
23	29	476
23	30	288
24	1	322
24	2	308
24	3	406
24	4	314
24	5	365
24	6	339
24	7	358
24	8	242
24	9	373
24	10	307
24	11	355
24	12	396
24	13	276
24	14	225
24	15	303
24	16	232
24	17	362
24	18	353
24	19	260
24	20	308
24	21	272
24	22	361
24	23	261
24	24	230
24	25	261
24	26	332
24	27	268
24	28	374
24	29	936
24	30	765
25	1	636
25	2	320
25	3	329
25	4	292
25	5	319
25	6	271
25	7	351
25	8	321
25	9	311
25	10	346
25	11	431
25	12	284
25	13	377
25	14	331
25	15	292
25	16	335
25	17	257
25	18	298
25	19	326
