NAME: 	AlexandraP_2day_rhand
Completed cycles:	34
Failed cycles:	1
25	20	295
25	21	446
25	22	300
25	23	316
25	24	391
25	25	423
25	26	336
25	27	292
25	28	266
25	29	439
25	30	319
26	1	308
26	2	324
26	3	320
26	4	310
26	5	330
26	6	349
26	7	691
26	8	333
26	9	352
26	10	558
26	11	356
26	12	288
26	13	415
26	14	432
26	15	317
26	16	334
26	17	272
26	18	294
26	19	317
26	20	418
26	21	362
26	22	288
26	23	248
26	24	279
26	25	470
26	26	331
26	27	402
26	28	323
26	29	326
26	30	323
27	1	321
27	2	330
27	3	535
27	4	284
27	5	392
27	6	327
27	7	480
27	8	362
27	9	318
27	10	369
27	11	652
27	12	346
27	13	433
27	14	242
27	15	317
27	16	274
27	17	344
27	18	272
27	19	413
27	20	296
27	21	314
27	22	321
27	23	284
27	24	247
27	25	261
27	26	309
27	27	209
27	28	323
27	29	244
27	30	425
28	1	414
28	2	322
28	3	371
28	4	311
28	5	371
28	6	345
28	7	359
28	8	308
28	9	305
28	10	341
28	11	328
28	12	295
28	13	272
28	14	607
28	15	280
28	16	273
28	17	307
28	18	264
28	19	322
28	20	246
28	21	370
28	22	365
28	23	328
28	24	298
28	25	317
28	26	344
28	27	283
28	28	201
28	29	392
28	30	382
29	1	402
29	2	278
29	3	256
29	4	304
29	5	274
29	6	259
29	7	273
29	8	367
29	9	337
29	10	294
29	11	302
29	12	367
29	13	276
29	14	493
29	15	377
29	16	403
29	17	303
29	18	266
29	19	284
29	20	313
29	21	380
29	22	264
29	23	260
29	24	268
29	25	261
29	26	246
29	27	436
29	28	362
29	29	662
29	30	353
30	1	281
30	2	375
30	3	646
30	4	415
30	5	280
30	6	275
30	7	336
30	8	344
30	9	297
30	10	330
30	11	251
30	12	299
30	13	727
30	14	306
30	15	365
30	16	235
30	17	289
30	18	259
30	19	443
30	20	330
30	21	328
30	22	336
30	23	323
30	24	273
30	25	286
30	26	352
30	27	336
30	28	318
30	29	424
30	30	356
31	1	335
31	2	280
31	3	266
31	4	270
31	5	285
31	6	394
31	7	334
31	8	430
31	9	293
31	10	233
31	11	300
31	12	273
31	13	265
31	14	298
31	15	264
31	16	232
31	17	295
31	18	439
31	19	254
31	20	523
31	21	275
31	22	288
31	23	475
31	24	426
31	25	277
31	26	312
31	27	341
31	28	385
31	29	307
31	30	389
32	1	323
32	2	401
32	3	296
32	4	327
32	5	340
32	6	239
32	7	317
32	8	346
32	9	301
32	10	270
32	11	276
32	12	243
32	13	384
32	14	266
32	15	241
32	16	255
32	17	286
32	18	353
32	19	521
32	20	259
32	21	449
32	22	257
32	23	252
32	24	297
32	25	334
32	26	201
32	27	346
32	28	255
32	29	339
32	30	259
33	1	314
33	2	266
33	3	226
33	4	233
33	5	210
33	6	361
33	7	292
33	8	270
33	9	313
33	10	334
33	11	791
33	12	318
33	13	322
33	14	328
33	15	363
33	16	313
33	17	296
33	18	416
33	19	268
33	20	396
33	21	316
33	22	276
33	23	247
33	24	347
33	25	306
33	26	330
33	27	415
33	28	269
33	29	379
33	30	307
34	1	473
34	2	520
34	3	565
34	4	358
34	5	522
34	6	260
34	7	285
34	8	442
34	9	321
34	10	228
34	11	284
34	12	264
34	13	276
34	14	231
34	15	378
34	16	497
34	17	325
34	18	317
34	19	259
34	20	318
34	21	272
34	22	317
34	23	306
34	24	286
34	25	339
34	26	278
34	27	277
34	28	273
34	29	361
34	30	312
35	1	273
35	2	435
35	3	323
35	4	399
35	5	240
35	6	368
35	7	288
35	8	400
35	9	380
35	10	341
35	11	351
35	12	256
35	13	369
35	14	325
